id,saleprice
1604,128063.24611771025
1606,142655.06145521262
1610,173378.4466910364
1611,113492.15869483666
1618,167341.55302252166
1623,207466.89466915673
1624,191752.43135400084
1628,193137.62392564514
1633,234613.8861874144
1645,162353.9914825036
1649,227939.1837301529
1652,168029.00817678086
1653,172119.50136122084
1656,149098.86288749502
1662,200882.19616729766
1668,112339.55501898749
1670,93917.41664421833
1672,107737.23736864768
1673,157072.0806735903
1674,181750.62726798336
1677,142816.11908306216
1678,134814.92555017542
1679,124797.6552783866
1685,318069.6973656417
1692,367624.9223705071
1693,297371.13090811315
1696,393424.66108986887
1709,309669.6120373432
1711,286815.1170851313
1717,199021.93487756996
1718,201703.4246462315
1721,245628.36178630515
1722,231841.88042877507
1725,289682.41899245745
1726,228672.15719976538
1730,186252.59393795102
1731,188568.0700453654
1733,193629.87636347167
1737,198234.5498583996
1746,253451.60136436223
1747,192438.70974628936
1748,201991.10645292077
1749,223951.89824782385
1760,194763.0375956305
1761,503800.8133641411
1762,329639.45805094356
1768,490757.4270324148
1769,241542.75289877693
1770,273427.73070234334
1776,197140.092106799
1781,362498.84348577406
1785,268398.9826565872
1792,228057.68940894093
1798,272874.18987516593
1812,190494.87170693558
1814,237037.33623505716
1817,138206.5067898049
1818,193406.66520191095
1822,127974.6492494364
1823,117891.07918251705
1829,251460.01410938601
1838,202657.81594971215
1845,177470.4634710288
1851,195475.3890251454
1855,280095.6457066594
1856,163352.50458150834
1858,233813.9895692887
1865,216888.98310449778
1866,161859.29567796734
1867,167548.2890704156
1868,218306.8363218656
1876,133929.2743332508
1878,149611.9640933836
1879,152042.94396554955
1882,140131.4857246574
1883,120009.99002800841
1887,93767.04953424427
1895,154293.89466691943
1898,155587.5414015589
1904,33691.57894104844
1908,148789.1341501696
1917,141861.62373093
1918,118107.0360403019
1920,132043.15730612745
1922,134820.99974859378
1923,164981.2874744797
1931,133000.98341916088
1935,129434.14721386987
1936,116494.10692559465
1939,130900.28959238454
1943,92621.51060175098
1944,124179.8389213472
1946,213118.78376289204
1952,73074.3987974856
1954,100144.94743807243
1958,130895.10341670772
1964,130687.11796366237
1966,126616.62944300458
1969,103309.32663690302
1977,106784.05787765
1980,84055.05858768077
1984,120766.59810617461
1985,72388.20241359524
1988,94554.52176971472
1989,120751.03691521083
1991,153527.59838671406
1992,118365.22126790805
1997,135068.43628294778
1999,216585.86001227156
2003,103081.20284754677
2005,121631.1013596832
2010,121254.50831682366
2012,146224.83799265098
2016,131658.23228004394
2017,115817.65095098928
2022,172963.474956644
2023,163104.82198597805
2035,135746.0893186399
2036,222427.94233067572
2040,104482.32224217706
2042,175928.11764789774
2043,82685.22295022506
2055,124590.88998190619
2056,105608.56292169646
2059,104316.3345195966
2064,112071.25659638137
2066,198646.0292701533
2070,146737.20326631117
2071,87864.73247366851
2078,226758.5125845919
2080,152357.1468531217
2085,119746.40076073678
2089,142877.40009024483
2090,186445.46653937807
2092,252287.15863158734
2094,240126.1030224323
2095,222757.5073165986
2098,340307.6224085428
2099,268494.7546627072
2103,268313.05477360665
2120,150840.11008814233
2122,170123.66693557933
2123,173699.62390101067
2134,205825.43517727734
2135,127336.2698378113
2136,144228.84737355128
2143,140146.431412594
2145,305681.7015818468
2146,263074.15733622457
2148,214413.74959005584
2155,304522.95755444845
2156,271812.7848006631
2157,154565.19542118337
2159,222391.26841092744
2161,195573.91715031897
2164,200357.68248726378
2165,184885.9357133487
2169,132300.1982418905
2171,100754.47424884494
2180,159119.1747507679
2182,536868.975091794
2184,115865.22405075404
2185,74389.68021875138
2188,68287.01673640142
2191,99820.18240316429
2192,89080.03560010364
2196,144783.21001633766
2198,81170.10681704206
2204,168859.97379899927
2210,171159.98426192126
2213,130137.23717025589
2215,304833.0583457055
2219,279823.02807092096
2221,225117.76412858826
2224,198989.77384142697
2228,194927.27933407112
2232,114082.36119691329
2239,121896.94879484935
2246,268826.0021310209
2247,269638.5969232874
2249,160166.28247705544
2251,188024.75352647828
2254,146388.6381963157
2256,230415.4468381071
2259,209440.2924681076
2263,259772.42550719582
2266,226237.7944802583
2271,191886.46883669973
2274,190597.44949050105
2275,270745.8185953923
2280,142658.2709302646
2281,111096.77223109093
2291,93189.518771263
2292,174397.68805004327
2295,206571.59521308774
2297,101182.76521102157
2299,123388.4782064493
2302,117977.39112516379
2303,118392.67526740854
2304,107738.34365996468
2308,193076.56944168976
2312,233800.6316366443
2314,187345.0384571849
2315,190990.42142544538
2316,195577.23855986155
2320,254466.55697857327
2321,270203.97197422903
2322,228603.4314179034
2325,183370.61823879983
2336,336097.4630679359
2340,298633.1431035859
2341,298543.7541810598
2342,347173.69291828823
2345,244650.04759259598
2346,184372.4038616409
2347,174438.5068129077
2354,250229.58510136162
2357,201621.14202322628
2359,163834.1942046281
2360,118330.37776333038
2361,84054.76599774722
2362,80823.86163724311
2366,148985.8321814615
2367,124751.1697872663
2370,139434.6686336915
2373,127987.67277665193
2376,128652.31872916911
2378,165402.8320247054
2382,259120.5809586554
2387,288959.2838068289
2392,341460.44191090576
2395,312314.0198327172
2396,347700.8328113273
2397,267705.19503767876
2399,319602.54146972427
2401,375446.506039279
2402,264242.71477615956
2407,209915.7597916922
2411,185079.47643581196
2414,211900.19620059014
2418,280712.2898675239
2419,198362.33504251103
2424,209807.57019112434
2427,188080.74781440463
2430,245108.78582652344
2439,226982.15768781287
2441,247238.8931120073
2442,235797.02120691125
2446,434328.38821791613
2447,357241.38943475246
2452,295202.7159254888
2457,328514.1378607139
2458,278461.9582468786
2462,377725.03365610074
2465,195323.23346824042
2467,196556.40004449198
2473,140994.29370322466
2478,188263.96373524587
2479,176504.6546602458
2482,163324.19450935474
2485,122997.48785189271
2488,174288.07590608567
2494,117150.21148513742
2500,268671.3768024558
2509,169519.67542169426
2512,192672.18119147455
2514,165203.0689303054
2515,189684.79613062757
2516,238691.87491869758
2518,180317.43993011536
2519,237632.8980644552
2520,204431.35169681918
2527,171332.9053550342
2532,117367.9420914238
2538,124872.36069010693
2539,128626.02227174092
2543,118455.4713262626
2551,124372.52547240339
2554,107189.43317767416
2555,85483.96365301425
2557,78373.33836086182
2561,126857.62861054062
2563,152201.63583570084
2564,139926.0977797092
2570,115435.50029615716
2571,291423.9642257163
2576,152927.59608512084
2582,155870.85184908696
2584,154023.4193654473
2587,125575.27887024144
2589,106688.74998010654
2591,239420.35532518724
2597,112186.02681488317
2602,155434.53151218005
2605,186950.22773641598
2610,186590.54415837038
2611,150849.89342334194
2614,119465.74749225644
2616,215589.0718924512
2617,168558.12034392444
2620,107301.9581830878
2623,85819.88140303858
2631,163077.0135481053
2638,121900.42409751946
2639,122336.8036093516
2645,115371.81968168715
2647,83572.14982726397
2648,123514.08937363082
2650,121559.95588901329
2652,120333.71355379262
2656,90429.32510262604
2658,148148.149534782
2661,206486.09571350817
2665,171958.62744924898
2673,170624.20413231282
2678,64063.61257721753
2679,104798.77214555514
2680,51271.802950419165
2685,100873.17985829951
2695,119031.10149242678
2698,119025.09224414601
2700,185892.18299092562
2706,134581.86148909255
2708,155659.18779391158
2709,150708.43964939102
2711,125447.86978660047
2718,180512.40826060943
2719,185763.02436435773
2721,177237.50005705282
2725,173093.8417621309
2726,233285.29322538708
2732,218094.58714793163
2733,132025.00243001903
2739,164950.47376959617
2747,190271.02362493603
2751,232439.96520197284
2754,210213.20448447706
2755,232533.67564021295
2756,211003.0402852503
2758,237508.20726429348
2763,198971.51931020195
2764,252207.73679108988
2765,157002.35714189228
2766,167470.14307370337
2768,180998.57138586644
2781,236622.34823812247
2784,183765.55546550982
2785,123676.80727530911
2786,109000.22080858413
2796,242859.08608128421
2797,285545.5844963123
2801,249851.12645337178
2805,253275.13227542315
2806,218955.22897668098
2812,204057.8332788434
2817,115124.79360662516
2822,127615.79569859129
2825,242672.11200135574
2828,167015.01427026774
2831,182119.6016547465
2843,113587.58799596906
2845,93395.12758608809
2847,176323.00842393085
2855,177339.85432129432
2856,136221.87363319087
2859,139147.58250260688
2865,191566.74871782924
2867,164322.6278196212
2869,186312.80414697426
2870,192051.98715691458
2874,138970.4751828186
2876,60017.07003930374
2889,154676.5667632334
2892,276504.53457905934
2895,243966.84723413718
2898,255779.29651016244
2901,314372.8133584934
2902,322966.0716090882
2908,122321.4047006462
2909,125434.97302606548
2916,147645.87431846003
2917,81671.9620468279
2919,72388.7969881589
2921,93762.55794207322
2922,201241.0326848632
2925,179826.37501720258
2928,114260.04893064435
